Date,Customer ID,Order ID,Order Quantity,Marketing Campaign,Product Category,State,Region,Product Brand,Order Channel,Payment Method,Payment Status,Sales Representative
2022-04-27 02:10:01,773,2598284,3,Summer Sale,Sports Equipment,TX,South,Brand C,Phone,Cash,Paid,Jason Dawson
2023-06-02 23:32:42,5006707,68173850,4,Referral,Sports Equipment,PA,West,Brand D,In-Store,Credit Card,Not Paid,Latoya Mcbride
2023-05-02 01:48:41,9072,95831,1,Holiday Campaign,Clothing,OH,North,Brand C,In-Store,Credit Card,Not Paid,Kelly Fletcher
2020-04-19 18:19:03,7598,3628499,1,Holiday Campaign,Sports Equipment,CA,North,Brand D,Mobile App,Credit Card,Not Paid,Timothy Gonzalez IV
2020-08-28 21:58:43,96172,3886477,1,Summer Sale,Clothing,NY,South,Brand B,Phone,PayPal,Paid,Ashley Cox
2020-09-02 00:10:50,742,1541866,1,Summer Sale,Sports Equipment,FL,West,Brand E,Mobile App,Cash,Paid,Carol Campos
2020-08-24 12:30:21,708139,4987074,1,Summer Sale,Books,CA,North,Brand B,In-Store,Cash,Paid,Bonnie Edwards
2022-01-29 13:32:01,38850,29339,1,Summer Sale,Books,TX,East,Brand D,Mobile App,Credit Card,Paid,Joshua Smith
2020-06-21 15:44:48,9636776,28195836,9,Referral,Clothing,PA,West,Brand C,In-Store,Cash,Paid,Amber Lyons
2023-12-11 17:26:12,52766673,7524077,1,Holiday Campaign,Electronics,IL,South,Brand E,Online Store,Cash,Paid,Michele Marshall
2022-12-29 11:58:29,7796222,1800700,1,Referral,Clothing,IL,South,Brand D,In-Store,Credit Card,Not Paid,Corey Cunningham
2021-12-15 18:26:32,93025510,93940,1,Holiday Campaign,Furniture,CA,South,Brand B,In-Store,Credit Card,Not Paid,Brian Morton
2023-05-26 05:04:11,4854,3500,1,Holiday Campaign,Clothing,PA,North,Brand B,In-Store,PayPal,Not Paid,Dustin Reeves
2022-04-14 08:04:10,791044,5986323,1,Referral,Furniture,CA,West,Brand C,In-Store,Credit Card,Not Paid,Lisa Keller
2023-12-15 21:39:51,160185826,622150,1,Holiday Campaign,Furniture,PA,North,Brand B,Phone,Credit Card,Paid,Anna Case
2023-03-04 00:05:27,10307,4310826,2,Referral,Furniture,FL,North,Brand B,Phone,PayPal,Paid,Aaron Edwards
2023-12-26 22:03:46,14629,13538,1,Summer Sale,Furniture,NC,South,Brand B,Phone,PayPal,Not Paid,Blake Reyes
2020-12-25 11:32:58,48341872,7796,1,Holiday Campaign,Clothing,MI,West,Brand C,In-Store,Credit Card,Not Paid,Christina Watson
2022-07-23 19:22:51,4462,1944067,1,Summer Sale,Electronics,IL,South,Brand D,Mobile App,Cash,Not Paid,Jessica Williams
2022-06-20 15:00:03,7768810,737725879,1,Summer Sale,Clothing,NC,North,Brand C,In-Store,Cash,Not Paid,Ann Stevens
2023-12-27 09:56:15,5721,60562,1,Email Promo,Books,MI,East,Brand D,Mobile App,Cash,Not Paid,Jerome Walker
2021-05-15 14:33:35,174468424,59241,4,Holiday Campaign,Clothing,CA,West,Brand B,In-Store,Credit Card,Not Paid,Stacy Castillo
2022-12-31 08:37:08,112003,3396625,3,Holiday Campaign,Furniture,NY,North,Brand E,Mobile App,Credit Card,Paid,Heather Snyder
2023-11-03 20:59:08,77319,574500,1,Summer Sale,Sports Equipment,NY,North,Brand D,In-Store,PayPal,Paid,Kenneth Taylor
2021-12-05 04:49:11,820668456,534,8,Referral,Books,IL,East,Brand B,Online Store,Credit Card,Paid,James Kelly
2021-08-28 07:35:05,9956,732,9,Summer Sale,Furniture,MI,South,Brand D,Mobile App,Cash,Not Paid,Marvin Morales
2020-10-13 09:04:07,38155,378,10,Email Promo,Books,IL,South,Brand C,In-Store,Credit Card,Not Paid,Rachel Mcgee
2022-05-31 05:13:28,2700,15999,3,Holiday Campaign,Furniture,MI,East,Brand A,Mobile App,Cash,Not Paid,Anthony Bishop
2020-04-16 00:42:41,45162217,8699,5,Holiday Campaign,Clothing,MI,North,Brand E,Online Store,Cash,Not Paid,Jennifer Cardenas
2020-05-10 01:33:29,784558,209791466,1,Holiday Campaign,Furniture,CA,East,Brand B,Mobile App,Credit Card,Paid,William Gonzalez
2023-11-24 18:10:18,607439150,4384,5,Referral,Electronics,NC,South,Brand D,In-Store,PayPal,Paid,Scott Fisher
2020-12-14 02:59:58,405280,619483069,6,Summer Sale,Sports Equipment,NY,East,Brand A,Online Store,Cash,Not Paid,Amber Miller
2023-03-03 15:03:01,76264,77422,1,Summer Sale,Furniture,NC,East,Brand B,In-Store,Credit Card,Paid,Christina Myers
2020-05-24 20:03:53,66748488,202282346,1,Referral,Furniture,NY,West,Brand A,Online Store,PayPal,Not Paid,Ashley Leach
2023-01-07 23:13:01,17920109,924624055,3,Email Promo,Books,CA,West,Brand E,In-Store,Cash,Not Paid,Breanna Perez
2023-06-12 04:40:31,16602114,650,1,Email Promo,Sports Equipment,FL,North,Brand D,In-Store,PayPal,Paid,James Chavez
2021-09-30 20:37:30,2086609,114506,1,Summer Sale,Clothing,GA,West,Brand C,Phone,Credit Card,Paid,Tina Moreno
2022-12-16 01:37:04,288518290,7340,1,Referral,Sports Equipment,MI,North,Brand C,In-Store,Credit Card,Paid,Mark Elliott
2021-01-01 22:15:34,5065,64997773,1,Referral,Furniture,NY,East,Brand E,Online Store,Credit Card,Not Paid,Christina Higgins
2023-11-08 15:59:28,982087937,9330946,1,Email Promo,Books,NY,West,Brand D,In-Store,PayPal,Not Paid,Anne Shelton
2020-03-31 16:49:51,298502,7941200,1,Referral,Sports Equipment,PA,East,Brand D,Mobile App,Credit Card,Paid,Lisa Hull PhD
2020-06-10 12:03:29,603455,36683,5,Email Promo,Furniture,NC,East,Brand A,Phone,Credit Card,Paid,Edwin Ellis
2022-02-20 14:50:10,361,5051,1,Email Promo,Sports Equipment,NC,East,Brand B,Online Store,Cash,Not Paid,Mr. Joseph Hammond
2023-08-27 14:04:22,567,4133806,8,Referral,Sports Equipment,GA,East,Brand B,Phone,PayPal,Not Paid,Amanda Hanson
2023-08-10 08:10:23,382,96792,1,Summer Sale,Furniture,IL,West,Brand B,Mobile App,Cash,Paid,Mitchell Sawyer
2022-12-28 17:45:50,83436975,9999,1,Summer Sale,Electronics,OH,South,Brand E,Online Store,Credit Card,Paid,Ana Cruz
2020-04-17 23:20:32,986,1800184,3,Summer Sale,Furniture,PA,South,Brand B,Mobile App,Credit Card,Paid,David Garza
2022-05-04 04:05:31,722954,169869,6,Email Promo,Furniture,MI,East,Brand D,Mobile App,Cash,Paid,Frank Santiago
2023-02-17 10:08:44,872169649,28248828,3,Holiday Campaign,Furniture,GA,South,Brand A,Mobile App,Credit Card,Not Paid,Roger Wilson
2021-08-19 09:36:22,218942421,8373675,9,Email Promo,Books,GA,West,Brand A,Online Store,Cash,Paid,Alyssa Oconnell
2023-03-28 05:50:13,55770317,6280,1,Holiday Campaign,Clothing,PA,East,Brand D,Online Store,PayPal,Paid,Jeremy Rodriguez
2020-04-30 05:20:30,56367582,6344763,1,Holiday Campaign,Clothing,PA,South,Brand C,Mobile App,PayPal,Paid,Katelyn Brown
2022-07-06 09:19:58,527827937,20785,1,Summer Sale,Sports Equipment,FL,North,Brand E,Mobile App,Credit Card,Not Paid,Jenna Hammond
2022-04-08 10:52:04,30426845,444303951,4,Summer Sale,Furniture,IL,South,Brand B,Mobile App,Credit Card,Not Paid,Karen Grant
2022-05-16 22:34:16,1981,338022,1,Summer Sale,Sports Equipment,GA,North,Brand E,Phone,Credit Card,Not Paid,Alexa Wright
2020-12-21 15:24:36,4973973,40748,9,Email Promo,Books,CA,East,Brand B,Phone,PayPal,Paid,Ashley Johnson
2020-11-20 03:49:51,2490,737203,1,Referral,Books,OH,South,Brand D,In-Store,PayPal,Not Paid,Brittany Jensen
2020-07-07 06:07:39,689732,5999819,1,Holiday Campaign,Sports Equipment,CA,West,Brand E,Mobile App,PayPal,Paid,Jason Harris
2021-11-02 14:58:37,47123,47876,1,Summer Sale,Furniture,NY,West,Brand E,In-Store,Credit Card,Not Paid,Stephanie Walker
2022-10-28 23:25:16,5247,45611986,1,Holiday Campaign,Sports Equipment,GA,South,Brand C,Online Store,Cash,Not Paid,Julie Williams
2021-03-20 09:48:18,4905912,960,4,Summer Sale,Furniture,PA,North,Brand C,Mobile App,Cash,Not Paid,Ms. Annette Lee
2020-03-02 17:10:29,608882029,391749141,1,Email Promo,Electronics,PA,North,Brand B,Online Store,Cash,Paid,William Olsen
2022-01-10 18:41:06,54795,646,1,Holiday Campaign,Books,GA,West,Brand A,Mobile App,Cash,Paid,Robert Jenkins
2020-07-09 02:26:10,4265141,5351291,8,Email Promo,Books,GA,North,Brand A,In-Store,PayPal,Paid,Robert Morales
2020-11-15 08:18:36,874,7101,1,Holiday Campaign,Books,MI,East,Brand E,Phone,PayPal,Not Paid,Paul Mcdonald
2023-07-29 14:57:50,531353218,8320,1,Referral,Clothing,OH,East,Brand C,Phone,Credit Card,Paid,Jeanette Tran
2022-03-09 06:58:53,515912937,5529,1,Summer Sale,Books,NC,South,Brand B,In-Store,PayPal,Paid,Brent Robbins
2022-05-17 15:54:18,7116,71601168,4,Referral,Clothing,FL,East,Brand A,Online Store,Credit Card,Not Paid,Heather Shaw
2023-12-28 01:14:48,116363,425533,1,Summer Sale,Sports Equipment,IL,North,Brand E,Online Store,Cash,Not Paid,Lisa Carrillo
2023-09-27 20:11:55,6691,250447559,5,Email Promo,Sports Equipment,MI,East,Brand E,Phone,Cash,Not Paid,Stephen Oliver
2020-07-30 00:07:36,705006073,727473764,1,Email Promo,Books,TX,West,Brand A,Online Store,Credit Card,Paid,Thomas Parker
2020-03-14 10:33:23,9335,63851234,1,Email Promo,Books,NY,South,Brand D,Online Store,Credit Card,Not Paid,Gregory Miller
2021-06-28 12:10:18,23436648,876008709,1,Holiday Campaign,Clothing,OH,South,Brand E,In-Store,Credit Card,Paid,Bridget White
2020-11-27 03:26:32,956672,1547,1,Summer Sale,Furniture,MI,West,Brand D,Online Store,Credit Card,Not Paid,Brandon Brown
2021-06-05 14:28:43,558530,3616612,1,Email Promo,Electronics,IL,West,Brand C,In-Store,Cash,Not Paid,Michael Keller
2020-10-01 09:43:32,6266228,86758021,1,Referral,Electronics,CA,South,Brand A,Mobile App,PayPal,Paid,Andrew Anderson
2020-11-02 12:34:46,1428,20033,1,Referral,Furniture,GA,East,Brand E,Phone,Credit Card,Paid,Christopher Steele
2020-12-13 07:35:10,6529925,3117325,6,Referral,Electronics,FL,South,Brand A,Online Store,Cash,Paid,Joshua Miller
2022-02-21 19:08:26,162069,4376,1,Referral,Furniture,GA,West,Brand B,Mobile App,Credit Card,Not Paid,Donna Franklin
2021-03-15 04:56:46,1035060,5891644,1,Email Promo,Furniture,CA,East,Brand D,Phone,PayPal,Paid,Regina Ramirez
2021-11-10 20:39:05,9696124,25023572,7,Holiday Campaign,Sports Equipment,PA,East,Brand B,Mobile App,Cash,Paid,Brandon Morton
2021-09-28 22:45:31,54761438,1696974,5,Referral,Furniture,IL,North,Brand C,In-Store,Cash,Paid,Katherine Campos
2020-11-09 13:09:33,80995658,263228457,1,Summer Sale,Furniture,IL,East,Brand B,Phone,Cash,Not Paid,Traci Silva
2023-03-26 18:28:33,94459,9506,1,Referral,Clothing,PA,North,Brand C,Mobile App,Cash,Not Paid,Ryan Cortez
2020-03-31 00:21:06,640024,65764,1,Holiday Campaign,Clothing,CA,North,Brand E,In-Store,Cash,Not Paid,Valerie Boyer
2022-12-20 01:53:14,25866,8620,1,Referral,Sports Equipment,NY,West,Brand D,In-Store,Credit Card,Paid,Matthew Wang
2023-08-22 12:57:52,678198,18634,1,Email Promo,Furniture,CA,North,Brand B,Mobile App,PayPal,Not Paid,Wendy Johnson
2022-10-06 12:24:25,874071,8737,1,Holiday Campaign,Clothing,NY,North,Brand E,Mobile App,PayPal,Paid,Pamela Garcia
2020-08-01 01:23:44,9036408,19131558,1,Email Promo,Electronics,OH,West,Brand B,Phone,Credit Card,Paid,Rebecca Bridges
2021-02-06 07:16:58,683022,77055947,1,Summer Sale,Books,PA,West,Brand C,Online Store,Credit Card,Not Paid,Evan Branch
2021-08-21 22:52:12,333508970,16198997,10,Summer Sale,Books,NC,South,Brand C,In-Store,Credit Card,Paid,Justin Townsend
2023-05-04 17:36:23,324306,763375296,3,Referral,Books,PA,North,Brand A,Online Store,Cash,Not Paid,Ashley Summers
2020-04-28 13:54:25,50077588,2678,1,Referral,Electronics,IL,East,Brand C,Mobile App,Cash,Not Paid,Lauren Lutz
2022-08-18 16:39:15,27286021,7287633,10,Referral,Clothing,PA,East,Brand B,Online Store,PayPal,Paid,James Stevens
2020-05-28 06:10:49,64356263,62799,1,Email Promo,Books,FL,South,Brand E,Online Store,PayPal,Paid,Zachary Hall
2022-09-05 08:33:38,12573071,665618,1,Referral,Electronics,GA,North,Brand B,In-Store,Cash,Paid,Jasmine Scott
2023-04-20 09:26:25,66283,571879,1,Summer Sale,Books,TX,East,Brand B,Online Store,Cash,Paid,Charles Duran
2020-05-02 09:31:20,6756,494580,1,Email Promo,Books,GA,South,Brand D,Online Store,PayPal,Paid,Suzanne Williams
2021-07-29 22:16:45,48782402,349620453,1,Holiday Campaign,Furniture,IL,North,Brand A,Mobile App,Credit Card,Paid,Ruth Scott
2022-12-20 06:02:55,13060434,51796,8,Referral,Books,PA,South,Brand D,Mobile App,PayPal,Paid,Teresa Coleman
2022-12-07 18:20:29,997234948,90898,2,Holiday Campaign,Electronics,IL,West,Brand B,Online Store,PayPal,Paid,Michael Vargas MD
2020-12-14 22:16:12,45501,628678,1,Holiday Campaign,Books,OH,South,Brand D,In-Store,Cash,Not Paid,Melissa Escobar
2020-08-26 17:26:25,1717436,53459205,7,Holiday Campaign,Books,NY,West,Brand A,Online Store,Cash,Not Paid,Emily Lewis
2023-09-02 06:48:42,411243,5191863,1,Holiday Campaign,Clothing,CA,West,Brand A,Online Store,PayPal,Paid,David Sutton DDS
2020-06-12 18:04:18,40800647,54596507,1,Summer Sale,Furniture,PA,North,Brand C,Phone,PayPal,Paid,Kevin Black
2022-07-23 11:28:37,1143893,979214,1,Referral,Books,CA,South,Brand E,In-Store,Credit Card,Not Paid,Andrew Jones
2023-12-30 05:03:54,47681,31348676,7,Referral,Furniture,CA,North,Brand C,Online Store,PayPal,Paid,Rachel Clark
2020-04-19 13:34:13,8792,84289763,1,Summer Sale,Clothing,IL,South,Brand C,In-Store,PayPal,Not Paid,Kenneth Hernandez
2022-04-02 17:56:36,217,815092616,8,Summer Sale,Clothing,TX,South,Brand E,Phone,PayPal,Paid,Victoria Allen
2023-09-21 06:20:35,83772,137,1,Email Promo,Sports Equipment,CA,East,Brand A,Online Store,PayPal,Not Paid,Ryan Campbell
2023-05-22 05:07:22,7767297,8658861,7,Referral,Books,IL,South,Brand B,Phone,PayPal,Paid,Kelly Phillips
2023-03-11 13:20:51,524788,36999,1,Email Promo,Clothing,CA,North,Brand C,In-Store,Credit Card,Not Paid,Michael Lee
2022-06-04 07:20:44,29687661,88057526,4,Email Promo,Furniture,MI,South,Brand A,Online Store,Cash,Paid,Anne Watts
2021-09-12 09:31:23,136,180962,4,Email Promo,Books,OH,East,Brand C,Online Store,PayPal,Not Paid,Antonio Maldonado
2023-04-24 15:12:36,250778,33217,4,Email Promo,Furniture,FL,South,Brand E,Phone,Cash,Paid,Susan Owens
2022-03-22 19:20:09,984,82537655,2,Summer Sale,Electronics,NY,South,Brand C,Online Store,Credit Card,Paid,Megan Warren
2023-03-18 19:20:15,8082671,576,8,Holiday Campaign,Electronics,FL,North,Brand E,Online Store,PayPal,Not Paid,Brendan Tate
2020-02-02 14:48:29,85234,5053,1,Email Promo,Clothing,MI,West,Brand A,Online Store,Cash,Paid,Robert Martin
2023-09-27 23:20:34,4725082,35528735,5,Holiday Campaign,Furniture,CA,South,Brand B,Online Store,Credit Card,Not Paid,Anthony Phillips
2020-01-17 04:32:00,597229447,156096390,1,Summer Sale,Electronics,MI,South,Brand A,In-Store,Credit Card,Not Paid,Melanie Hester
2021-03-26 02:38:32,266730,412521,1,Summer Sale,Electronics,IL,South,Brand B,Phone,Credit Card,Paid,Pam White
2022-01-26 17:18:06,1695,45845,1,Summer Sale,Clothing,NC,South,Brand C,Mobile App,Cash,Not Paid,Heather Kim
2023-03-19 06:05:03,487894168,610702,1,Summer Sale,Furniture,PA,East,Brand A,Phone,Cash,Not Paid,Christopher Russell MD
2020-03-29 18:24:45,605708,19535,1,Summer Sale,Sports Equipment,NC,North,Brand E,Online Store,Cash,Paid,Luis Barr
2021-09-25 05:42:52,496471323,8668,1,Referral,Sports Equipment,OH,South,Brand C,Mobile App,PayPal,Not Paid,Christopher Lee
2020-10-22 14:41:07,3838,5281565,1,Holiday Campaign,Sports Equipment,OH,North,Brand C,In-Store,PayPal,Not Paid,Kristin Rhodes
2020-03-27 14:06:31,4457122,888543597,1,Email Promo,Electronics,MI,West,Brand E,Online Store,PayPal,Not Paid,Brenda Smith
2021-08-17 09:59:13,715155,380573,7,Email Promo,Sports Equipment,PA,East,Brand E,Phone,Credit Card,Paid,Laura Davis
2022-01-08 10:04:12,449428785,1902,1,Email Promo,Furniture,NY,South,Brand E,Online Store,PayPal,Paid,Mark Ferguson
2022-01-26 13:35:09,91920664,700655,6,Holiday Campaign,Furniture,IL,West,Brand C,Phone,Credit Card,Paid,John Henson
2023-12-05 21:26:16,3044525,2246,6,Holiday Campaign,Electronics,FL,West,Brand D,Mobile App,Credit Card,Paid,Peggy Martin
2021-12-31 11:59:06,2989,305576,1,Summer Sale,Sports Equipment,PA,East,Brand C,In-Store,Credit Card,Not Paid,Jay Turner
2022-08-27 10:41:34,3712253,64640,1,Referral,Clothing,MI,South,Brand E,Mobile App,PayPal,Not Paid,Frank Wright
2023-05-11 00:45:01,11933632,1710395,1,Holiday Campaign,Sports Equipment,GA,South,Brand D,Mobile App,Cash,Not Paid,Natalie Cowan
2021-08-01 08:50:23,9408057,8415,6,Summer Sale,Furniture,GA,South,Brand C,In-Store,Credit Card,Paid,Michael Nelson
2020-01-01 19:49:57,328,7503139,1,Referral,Electronics,PA,South,Brand B,In-Store,PayPal,Paid,Zachary Valdez
2020-06-20 23:54:06,117734,896674,5,Holiday Campaign,Electronics,TX,North,Brand C,In-Store,PayPal,Paid,Timothy Barnes
2022-02-21 07:11:55,707950,2436362,1,Referral,Sports Equipment,IL,East,Brand A,Online Store,Credit Card,Paid,Jeffery Martinez
2021-12-29 06:44:44,380,895094,1,Summer Sale,Sports Equipment,TX,North,Brand A,Online Store,Credit Card,Paid,Karen Kim
2022-10-14 02:36:06,7443,25412,1,Holiday Campaign,Furniture,CA,South,Brand A,Online Store,PayPal,Not Paid,Rachel Klein
2021-06-06 07:17:25,76880204,609,10,Email Promo,Sports Equipment,IL,East,Brand E,Online Store,PayPal,Paid,Nathaniel Daniels
2021-04-02 06:08:47,5986,903623,1,Referral,Electronics,NY,South,Brand D,Mobile App,PayPal,Paid,Michelle Thompson
2022-11-05 17:01:05,3246178,5723523,3,Email Promo,Sports Equipment,NY,West,Brand C,Online Store,Cash,Paid,Tracy Powers
2020-12-04 22:05:33,461,425222,1,Email Promo,Sports Equipment,PA,East,Brand E,Mobile App,PayPal,Paid,Valerie Richards
2022-11-23 07:08:05,2434716,874624986,1,Holiday Campaign,Clothing,OH,West,Brand E,Mobile App,Cash,Not Paid,Christine Ross
2022-03-02 14:51:09,92186,926454,1,Summer Sale,Books,MI,South,Brand B,Mobile App,Credit Card,Not Paid,Rebecca Chambers
2020-03-09 09:31:44,6368,201253,1,Summer Sale,Clothing,MI,West,Brand B,Phone,PayPal,Paid,Diana Montgomery
2021-03-08 16:21:27,292942015,6528,1,Referral,Books,IL,West,Brand E,In-Store,Cash,Not Paid,Kristen White
2020-09-26 16:14:00,516,730825891,1,Email Promo,Electronics,CA,West,Brand E,Online Store,PayPal,Not Paid,Mary Barajas
2021-09-21 00:40:49,830989,8397179,1,Holiday Campaign,Sports Equipment,TX,South,Brand C,In-Store,PayPal,Not Paid,David Graham
2020-08-03 09:50:34,298989,1241,1,Referral,Clothing,FL,East,Brand D,Online Store,Credit Card,Not Paid,Lisa Smith
2020-07-29 18:48:22,923762955,958932,1,Referral,Books,MI,West,Brand E,Mobile App,Credit Card,Paid,Roy Parsons
2022-11-12 07:41:50,569519652,880098,1,Referral,Furniture,NC,West,Brand C,Online Store,PayPal,Paid,Karen Murray
2023-02-15 07:08:56,5348045,3627028,5,Summer Sale,Sports Equipment,CA,South,Brand E,Mobile App,Cash,Not Paid,Heather Greene
2021-12-07 15:09:43,5305,3921,1,Referral,Electronics,TX,North,Brand E,Phone,Credit Card,Paid,Helen Fry
2021-08-13 05:45:02,116121223,13560,5,Referral,Sports Equipment,OH,West,Brand A,In-Store,Credit Card,Not Paid,John Johnson
2022-06-17 14:25:28,64222,1701569,1,Referral,Books,NC,West,Brand B,Online Store,Cash,Not Paid,Anthony Gomez
2022-10-16 04:47:05,1562193,79450859,2,Holiday Campaign,Electronics,FL,North,Brand C,In-Store,Credit Card,Paid,Tammy Schaefer
2023-06-25 23:12:40,448817553,34742939,1,Holiday Campaign,Furniture,IL,East,Brand B,In-Store,Credit Card,Paid,Ryan Collins
2021-01-24 08:02:22,7516720,383191609,1,Holiday Campaign,Electronics,MI,East,Brand A,Online Store,Cash,Paid,Nancy Nichols
2022-05-01 08:23:31,8890,350907481,1,Holiday Campaign,Books,OH,North,Brand A,Mobile App,Cash,Not Paid,Miranda Ferguson
2020-03-19 08:17:29,2169474,3637,4,Email Promo,Clothing,GA,East,Brand A,Mobile App,Credit Card,Not Paid,Joseph Webb
2023-05-09 18:19:33,37288,604329508,6,Summer Sale,Clothing,MI,North,Brand B,Mobile App,PayPal,Not Paid,Holly Fowler
2020-04-04 23:29:39,74948931,378668166,1,Email Promo,Clothing,IL,North,Brand E,Online Store,PayPal,Not Paid,Marc Reese
2022-09-27 12:06:11,13904276,2056,1,Email Promo,Electronics,TX,North,Brand A,Mobile App,Credit Card,Not Paid,Robert Jones
2020-11-13 08:18:29,990218459,44188384,3,Summer Sale,Sports Equipment,IL,North,Brand B,Mobile App,Credit Card,Not Paid,Valerie Mendez
2020-10-12 07:14:06,52438118,6599795,1,Email Promo,Furniture,FL,North,Brand C,Mobile App,Credit Card,Paid,Sherry Duncan
2023-04-29 17:32:35,1726,5901,2,Holiday Campaign,Books,IL,East,Brand A,Mobile App,PayPal,Paid,Cristian Wilson
2023-06-26 22:18:31,921865,5070647,1,Holiday Campaign,Books,OH,East,Brand C,Mobile App,PayPal,Paid,David Gardner
2020-05-07 11:57:45,9065,355405340,1,Referral,Sports Equipment,MI,West,Brand A,In-Store,PayPal,Not Paid,Juan Moore
2021-07-05 23:21:47,21162639,906,7,Summer Sale,Electronics,CA,South,Brand D,Online Store,Credit Card,Not Paid,Laura Coleman
2023-07-26 18:48:48,42018434,82121833,1,Summer Sale,Clothing,PA,North,Brand C,Mobile App,Credit Card,Not Paid,Kelly Harris
2021-08-01 21:43:36,95824334,176388,4,Summer Sale,Clothing,OH,South,Brand A,Mobile App,PayPal,Paid,Elizabeth Lopez
2023-04-15 08:49:49,4175856,41853552,1,Referral,Clothing,NC,North,Brand A,In-Store,Cash,Not Paid,Sally Phillips
2021-01-07 21:24:20,81952374,14123,1,Holiday Campaign,Sports Equipment,FL,West,Brand A,Online Store,Cash,Not Paid,Donna Kelly
2022-01-23 21:17:07,333990073,82869,1,Email Promo,Furniture,FL,North,Brand A,In-Store,Credit Card,Paid,Gerald Ramsey
2022-07-22 06:30:08,711648018,52886,1,Summer Sale,Books,NY,North,Brand B,Mobile App,Credit Card,Not Paid,Corey Hughes
2020-08-06 14:41:14,14006688,22421,1,Summer Sale,Books,GA,North,Brand B,Online Store,Credit Card,Paid,Anna Henderson
2022-03-24 03:01:17,351818417,519,7,Email Promo,Sports Equipment,NY,South,Brand E,Online Store,Credit Card,Paid,Ashley Bryant
2020-04-28 22:48:13,1860475,283250019,7,Holiday Campaign,Furniture,PA,West,Brand E,Phone,Cash,Not Paid,Lisa Banks
2020-08-07 01:28:21,81294,5254441,1,Email Promo,Sports Equipment,NY,West,Brand D,Mobile App,PayPal,Not Paid,Jennifer Sims
2020-03-20 06:50:35,54356657,788158,1,Referral,Furniture,TX,North,Brand E,Mobile App,Cash,Not Paid,Anita Castillo
2023-12-27 09:54:28,60471,58988,1,Referral,Books,OH,East,Brand C,Mobile App,PayPal,Not Paid,Brian Jennings
2020-02-01 01:41:42,6675185,8224956,1,Referral,Furniture,IL,North,Brand D,Mobile App,PayPal,Paid,Lisa Barrett
2023-09-07 23:01:22,814173,949891638,1,Email Promo,Books,IL,West,Brand D,In-Store,PayPal,Not Paid,Nicholas Young
2023-04-27 01:32:57,71729,457986,1,Holiday Campaign,Books,OH,North,Brand A,In-Store,Credit Card,Paid,Marissa Santos
2023-02-21 23:33:47,37148301,197403,1,Referral,Sports Equipment,PA,West,Brand D,Phone,Credit Card,Not Paid,Christian Sanders
2021-07-07 16:12:43,944716270,52383093,8,Email Promo,Clothing,PA,East,Brand C,Mobile App,PayPal,Not Paid,Tammy Walker
2022-11-26 00:46:55,79212153,562,1,Referral,Sports Equipment,IL,West,Brand C,Phone,Credit Card,Not Paid,Joseph Chang
2023-01-10 12:16:42,308012768,857,1,Summer Sale,Furniture,OH,East,Brand D,In-Store,Credit Card,Not Paid,Ronnie Owens
2022-10-13 00:35:46,1594511,858775,1,Holiday Campaign,Furniture,NC,North,Brand E,Mobile App,PayPal,Not Paid,Marcus Morrison
2022-06-04 00:00:16,763,7232,1,Email Promo,Clothing,MI,North,Brand E,Phone,Credit Card,Not Paid,Meghan Cline
2021-10-03 22:23:12,334217,10473514,1,Email Promo,Clothing,GA,East,Brand D,In-Store,Credit Card,Paid,Michelle Compton
2022-05-12 20:54:46,693921,93111436,4,Holiday Campaign,Furniture,TX,South,Brand C,Mobile App,Cash,Paid,Stacy James
2020-05-08 12:00:59,13658,91836,1,Email Promo,Electronics,CA,North,Brand D,Mobile App,PayPal,Paid,Courtney Miller
2020-08-19 17:20:47,716245809,9634,6,Holiday Campaign,Furniture,TX,South,Brand E,Online Store,PayPal,Paid,Sandra Wright
2021-09-04 19:03:27,74837,9264597,2,Email Promo,Sports Equipment,PA,North,Brand A,Mobile App,Credit Card,Not Paid,Leah Walker
2022-11-17 08:13:25,1019015,9548,1,Holiday Campaign,Clothing,IL,East,Brand B,Online Store,Cash,Not Paid,Melanie Holmes
2020-03-11 17:10:49,9779,1085,1,Email Promo,Electronics,CA,South,Brand C,Mobile App,PayPal,Paid,Paula Foster
2021-11-19 12:16:58,3266079,1274378,4,Email Promo,Furniture,FL,East,Brand B,Online Store,Credit Card,Paid,Tonya Hernandez
2022-11-16 00:21:59,91588,350006,9,Summer Sale,Furniture,GA,North,Brand D,Online Store,Credit Card,Paid,Dwayne Miller
2023-07-25 10:05:03,372103,50585621,1,Referral,Furniture,NY,West,Brand C,Phone,Credit Card,Not Paid,Mary Ward
2021-08-28 07:50:50,6430007,511896872,1,Summer Sale,Electronics,GA,South,Brand B,In-Store,Credit Card,Paid,Jeffrey Pope
2023-04-15 13:48:32,304074362,9125809,1,Referral,Electronics,TX,South,Brand E,Phone,Credit Card,Paid,Ashley Cook
2023-05-12 14:38:39,48724767,3044,1,Holiday Campaign,Furniture,NY,West,Brand B,Online Store,Cash,Not Paid,Debbie Lutz
2022-04-17 09:37:02,72829,3835,7,Summer Sale,Books,NC,West,Brand B,In-Store,Credit Card,Not Paid,Alyssa Thompson
2021-03-31 15:20:16,61838,539742,1,Email Promo,Furniture,CA,East,Brand E,Online Store,Cash,Paid,Melissa Watkins
